Timestamp,PM2.5 (ug/m³),PM10 (ug/m³),NO (ug/m³),NO2 (ug/m³),NOx (ppb),NH3 (ug/m³),SO2 (ug/m³),CO (mg/m³),Ozone (ug/m³),Benzene (ug/m³),Toluene (ug/m³),Eth-Benzene (ug/m³),MP-Xylene (ug/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),temperature_2m (°C),relative_humidity_2m (%),rain (mm),surface_pressure (hPa),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (°),wind_direction_100m (°),AQI
01-01-2024 00:00,64.35,151.05,4.74,59.62,24.46,10.57,4.42,0.89,60.99,1.06,33.64,3.18,4.75,22.83,70.36,1.11,125.45,0.0,0.0,145.5,29.0,40,0.0,971.8,4.0,4.8,100,103,156
01-01-2024 01:00,67.21,134.57,4.52,45.68,19.56,10.57,4.42,0.68,60.99,0.82,33.17,3.8,4.81,24.46,64.77,1.35,123.65,0.0,0.0,273.3,29.2,38,0.0,971.0,3.3,4.0,84,85,157
01-01-2024 02:00,86.03,126.54,3.07,31.91,14.11,5.72,6.29,0.78,140.57,0.76,29.28,3.52,4.1,25.84,59.0,1.44,130.5,0.0,0.0,253.6,29.1,38,0.0,970.4,3.0,3.3,76,77,167
01-01-2024 03:00,73.77,128.48,2.58,29.64,13.09,7.88,6.29,0.82,96.33,0.89,30.8,3.32,4.53,26.98,53.95,1.42,128.34,0.0,0.0,252.28,28.7,40,0.0,970.6,3.1,4.0,69,80,160
01-01-2024 04:00,65.9,118.02,2.66,26.13,11.92,6.93,6.29,0.8,99.36,0.83,30.99,3.46,4.92,28.1,49.28,1.11,113.28,0.0,0.0,464.5,26.0,62,0.0,970.5,5.7,6.0,55,73,156
01-01-2024 05:00,65.05,102.0,1.9,21.2,9.86,10.89,6.29,0.74,103.2,1.08,30.99,3.63,5.32,29.06,45.15,0.94,106.25,0.0,0.0,400.45,23.9,59,0.0,971.3,6.6,16.5,68,74,156
01-01-2024 06:00,58.39,91.19,1.78,20.15,9.43,8.7,6.29,0.82,108.25,0.94,28.68,3.44,4.74,29.31,42.63,0.92,112.0,0.0,0.0,306.75,23.4,58,0.0,972.2,7.6,19.8,90,88,152
01-01-2024 07:00,49.14,81.16,1.89,22.1,10.16,8.3,4.64,0.8,108.41,0.92,29.18,3.49,4.94,29.31,43.79,1.12,132.08,0.0,0.0,212.05,22.4,62,0.0,972.8,8.0,19.7,117,105,135
01-01-2024 08:00,46.05,82.32,1.76,23.84,10.69,7.9,4.88,0.82,105.75,0.9,30.97,3.55,4.96,28.89,44.23,1.19,115.54,0.0,0.0,79.28,21.6,67,0.0,972.9,7.1,18.8,120,116,127
01-01-2024 09:00,45.81,87.99,1.74,47.3,18.73,9.61,4.8,0.84,95.63,1.0,29.76,3.75,4.97,27.71,47.84,1.14,120.2,0.0,0.0,0.08,20.5,71,0.0,972.9,7.4,20.1,113,117,126
01-01-2024 10:00,46.24,95.25,1.69,89.53,33.2,8.5,5.27,0.78,70.24,0.93,27.89,3.51,4.72,26.54,51.2,0.99,122.89,0.0,0.0,0.0,20.8,63,0.0,972.8,11.6,26.6,116,117,127
01-01-2024 11:00,39.81,116.98,1.78,96.11,35.5,7.22,4.71,0.78,60.68,0.85,31.68,3.4,4.96,25.71,52.9,0.95,116.29,0.0,0.0,0.0,20.8,65,0.0,972.6,11.5,25.5,131,130,112
01-01-2024 12:00,36.39,135.52,1.78,98.42,36.29,8.58,4.58,0.8,53.08,0.94,30.71,3.46,5.15,24.86,55.58,0.93,107.5,0.0,0.0,0.0,20.2,68,0.0,972.2,10.8,23.8,143,145,103
01-01-2024 13:00,37.74,133.76,1.82,73.07,27.61,7.89,3.59,0.79,58.91,0.89,28.76,3.6,4.78,24.02,60.01,1.0,108.15,0.0,0.0,0.0,19.6,71,0.0,971.6,8.4,21.4,140,147,107
01-01-2024 14:00,36.9,124.2,1.74,60.84,23.38,6.11,3.46,0.79,64.13,0.78,30.66,3.76,4.92,23.48,62.4,1.04,110.82,0.0,0.0,0.0,18.7,75,0.0,971.2,7.1,18.4,120,138,104
01-01-2024 15:00,41.46,116.02,1.69,51.12,20.02,6.74,4.36,0.84,64.46,0.82,28.54,3.51,4.83,23.1,64.92,1.11,112.54,0.0,0.0,0.0,18.3,77,0.0,971.2,7.6,19.5,135,142,116
01-01-2024 16:00,42.59,109.98,1.71,43.87,17.54,6.31,4.07,0.77,71.4,0.79,30.84,3.58,4.81,23.04,66.47,1.32,120.81,0.0,0.0,0.0,17.8,79,0.0,971.3,8.7,20.7,138,145,118
01-01-2024 17:00,37.75,108.17,1.72,43.67,17.47,8.04,4.23,0.78,71.82,0.9,31.14,3.38,5.12,22.8,68.66,1.49,120.51,0.0,0.0,0.0,17.7,85,0.0,972.4,9.7,22.5,141,145,107
01-01-2024 18:00,39.9,103.1,1.7,32.6,13.66,6.03,4.24,0.7,66.34,0.78,29.46,3.5,5.04,22.06,72.24,1.18,120.68,0.0,0.0,0.0,18.1,84,0.0,973.1,10.7,22.2,138,144,112
01-01-2024 19:00,38.74,99.45,1.7,29.85,12.72,8.32,4.11,0.8,64.16,0.92,30.91,3.57,4.77,21.7,73.67,1.08,119.05,0.0,0.0,0.0,20.2,79,0.0,974.0,10.9,19.5,136,142,109
01-01-2024 20:00,29.56,98.5,1.7,39.04,15.88,8.07,3.52,0.8,58.12,0.9,29.16,3.44,4.86,21.46,75.0,0.99,121.44,0.0,0.0,0.0,22.4,73,0.0,974.6,11.4,15.4,145,147,88
01-01-2024 21:00,27.11,95.94,1.7,34.31,14.25,7.57,3.9,0.84,53.77,0.87,30.3,3.54,4.73,20.86,78.17,0.94,114.2,0.0,0.0,0.0,24.8,65,0.0,974.6,10.2,13.4,148,149,83
01-01-2024 22:00,25.89,98.0,1.71,37.98,15.52,8.18,3.66,0.87,50.19,0.91,31.01,3.51,4.93,20.57,79.75,1.06,119.67,0.0,0.0,0.0,26.7,56,0.0,973.9,10.7,13.7,147,150,80
01-01-2024 23:00,26.7,105.74,2.17,47.46,19.0,8.14,3.9,0.76,52.58,0.91,29.73,3.55,5.59,20.83,78.68,1.27,123.7,0.0,0.0,5.35,27.9,50,0.0,972.5,8.8,11.2,145,147,82
02-01-2024 00:00,30.5,113.23,3.35,44.79,18.67,8.9,4.29,0.8,60.48,0.96,30.84,3.49,5.07,21.87,74.69,1.37,127.86,0.0,0.0,94.57,28.6,45,0.0,971.3,6.4,7.9,137,141,90
02-01-2024 01:00,32.86,115.25,3.86,42.65,18.19,8.37,4.24,0.78,66.61,0.92,31.13,3.33,5.02,23.53,68.92,1.27,137.88,0.0,0.0,218.5,29.0,42,0.0,970.4,5.6,6.9,130,133,95
02-01-2024 02:00,39.35,116.5,2.99,30.32,13.52,6.36,4.2,0.84,80.74,0.8,28.44,3.58,5.07,25.42,61.3,1.38,148.06,0.0,0.0,282.08,28.9,42,0.0,970.1,6.2,7.7,126,127,110
02-01-2024 03:00,36.52,116.26,2.59,27.41,12.33,8.96,4.32,0.82,91.95,0.96,29.03,3.52,4.96,27.22,52.62,1.39,143.3,0.0,0.0,246.73,28.5,43,0.0,970.0,5.9,7.9,128,129,104
02-01-2024 04:00,29.21,111.9,2.38,27.0,12.08,5.6,4.12,0.74,98.6,0.75,32.43,3.67,5.19,28.33,47.88,1.38,144.02,0.0,0.0,456.98,26.3,51,0.0,970.1,5.8,13.4,112,117,87
02-01-2024 05:00,24.34,109.16,2.18,26.57,11.84,8.16,4.11,0.87,102.22,0.91,29.69,3.34,5.03,29.08,44.84,1.31,131.68,0.0,0.0,407.82,24.5,56,0.0,970.3,6.8,14.8,87,89,78
02-01-2024 06:00,23.34,107.4,2.23,25.76,11.58,6.59,4.27,0.79,107.19,0.81,29.36,3.35,5.16,29.45,42.55,1.36,118.02,0.0,0.0,312.5,23.7,59,0.0,970.8,7.6,18.0,85,88,77
02-01-2024 07:00,23.34,107.4,2.23,25.76,11.58,6.59,4.27,0.79,107.19,0.81,29.36,3.35,5.16,29.45,42.55,1.36,118.02,0.0,0.0,312.5,23.7,59,0.0,970.8,7.6,18.0,85,88,77
02-01-2024 08:00,64.35,151.05,4.74,59.62,24.46,10.57,4.42,0.89,60.99,1.06,33.64,3.18,4.75,22.83,70.36,1.11,125.45,0.0,0.0,145.5,29.0,40,0.0,971.8,4.0,4.8,100,103,156
02-01-2024 09:00,67.21,134.57,4.52,45.68,19.56,10.57,4.42,0.68,60.99,0.82,33.17,3.8,4.81,24.46,64.77,1.35,123.65,0.0,0.0,273.3,29.2,38,0.0,971.0,3.3,4.0,84,85,157
02-01-2024 10:00,86.03,126.54,3.07,31.91,14.11,5.72,6.29,0.78,140.57,0.76,29.28,3.52,4.1,25.84,59.0,1.44,130.5,0.0,0.0,253.6,29.1,38,0.0,970.4,3.0,3.3,76,77,167
02-01-2024 11:00,73.77,128.48,2.58,29.64,13.09,7.88,6.29,0.82,96.33,0.89,30.8,3.32,4.53,26.98,53.95,1.42,128.34,0.0,0.0,252.28,28.7,40,0.0,970.6,3.1,4.0,69,80,160
02-01-2024 12:00,65.9,118.02,2.66,26.13,11.92,6.93,6.29,0.8,99.36,0.83,30.99,3.46,4.92,28.1,49.28,1.11,113.28,0.0,0.0,464.5,26.0,62,0.0,970.5,5.7,6.0,55,73,156
02-01-2024 13:00,65.05,102.0,1.9,21.2,9.86,10.89,6.29,0.74,103.2,1.08,30.99,3.63,5.32,29.06,45.15,0.94,106.25,0.0,0.0,400.45,23.9,59,0.0,971.3,6.6,16.5,68,74,156
02-01-2024 14:00,58.39,91.19,1.78,20.15,9.43,8.7,6.29,0.82,108.25,0.94,28.68,3.44,4.74,29.31,42.63,0.92,112.0,0.0,0.0,306.75,23.4,58,0.0,972.2,7.6,19.8,90,88,152
02-01-2024 15:00,49.14,81.16,1.89,22.1,10.16,8.3,4.64,0.8,108.41,0.92,29.18,3.49,4.94,29.31,43.79,1.12,132.08,0.0,0.0,212.05,22.4,62,0.0,972.8,8.0,19.7,117,105,135
02-01-2024 16:00,46.05,82.32,1.76,23.84,10.69,7.9,4.88,0.82,105.75,0.9,30.97,3.55,4.96,28.89,44.23,1.19,115.54,0.0,0.0,79.28,21.6,67,0.0,972.9,7.1,18.8,120,116,127
02-01-2024 17:00,45.81,87.99,1.74,47.3,18.73,9.61,4.8,0.84,95.63,1.0,29.76,3.75,4.97,27.71,47.84,1.14,120.2,0.0,0.0,0.08,20.5,71,0.0,972.9,7.4,20.1,113,117,126
02-01-2024 18:00,46.24,95.25,1.69,89.53,33.2,8.5,5.27,0.78,70.24,0.93,27.89,3.51,4.72,26.54,51.2,0.99,122.89,0.0,0.0,0.0,20.8,63,0.0,972.8,11.6,26.6,116,117,127
02-01-2024 19:00,39.81,116.98,1.78,96.11,35.5,7.22,4.71,0.78,60.68,0.85,31.68,3.4,4.96,25.71,52.9,0.95,116.29,0.0,0.0,0.0,20.8,65,0.0,972.6,11.5,25.5,131,130,112
02-01-2024 20:00,36.39,135.52,1.78,98.42,36.29,8.58,4.58,0.8,53.08,0.94,30.71,3.46,5.15,24.86,55.58,0.93,107.5,0.0,0.0,0.0,20.2,68,0.0,972.2,10.8,23.8,143,145,103
02-01-2024 21:00,37.74,133.76,1.82,73.07,27.61,7.89,3.59,0.79,58.91,0.89,28.76,3.6,4.78,24.02,60.01,1.0,108.15,0.0,0.0,0.0,19.6,71,0.0,971.6,8.4,21.4,140,147,107
02-01-2024 22:00,36.9,124.2,1.74,60.84,23.38,6.11,3.46,0.79,64.13,0.78,30.66,3.76,4.92,23.48,62.4,1.04,110.82,0.0,0.0,0.0,18.7,75,0.0,971.2,7.1,18.4,120,138,104
02-01-2024 23:00,41.46,116.02,1.69,51.12,20.02,6.74,4.36,0.84,64.46,0.82,28.54,3.51,4.83,23.1,64.92,1.11,112.54,0.0,0.0,0.0,18.3,77,0.0,971.2,7.6,19.5,135,142,116
03-01-2024 00:00,42.59,109.98,1.71,43.87,17.54,6.31,4.07,0.77,71.4,0.79,30.84,3.58,4.81,23.04,66.47,1.32,120.81,0.0,0.0,0.0,17.8,79,0.0,971.3,8.7,20.7,138,145,118
03-01-2024 01:00,37.75,108.17,1.72,43.67,17.47,8.04,4.23,0.78,71.82,0.9,31.14,3.38,5.12,22.8,68.66,1.49,120.51,0.0,0.0,0.0,17.7,85,0.0,972.4,9.7,22.5,141,145,107
03-01-2024 02:00,39.9,103.1,1.7,32.6,13.66,6.03,4.24,0.7,66.34,0.78,29.46,3.5,5.04,22.06,72.24,1.18,120.68,0.0,0.0,0.0,18.1,84,0.0,973.1,10.7,22.2,138,144,112
03-01-2024 03:00,38.74,99.45,1.7,29.85,12.72,8.32,4.11,0.8,64.16,0.92,30.91,3.57,4.77,21.7,73.67,1.08,119.05,0.0,0.0,0.0,20.2,79,0.0,974.0,10.9,19.5,136,142,109
03-01-2024 04:00,29.56,98.5,1.7,39.04,15.88,8.07,3.52,0.8,58.12,0.9,29.16,3.44,4.86,21.46,75.0,0.99,121.44,0.0,0.0,0.0,22.4,73,0.0,974.6,11.4,15.4,145,147,88
03-01-2024 05:00,27.11,95.94,1.7,34.31,14.25,7.57,3.9,0.84,53.77,0.87,30.3,3.54,4.73,20.86,78.17,0.94,114.2,0.0,0.0,0.0,24.8,65,0.0,974.6,10.2,13.4,148,149,83
03-01-2024 06:00,25.89,98.0,1.71,37.98,15.52,8.18,3.66,0.87,50.19,0.91,31.01,3.51,4.93,20.57,79.75,1.06,119.67,0.0,0.0,0.0,26.7,56,0.0,973.9,10.7,13.7,147,150,80
03-01-2024 07:00,26.7,105.74,2.17,47.46,19.0,8.14,3.9,0.76,52.58,0.91,29.73,3.55,5.59,20.83,78.68,1.27,123.7,0.0,0.0,5.35,27.9,50,0.0,972.5,8.8,11.2,145,147,82
03-01-2024 08:00,30.5,113.23,3.35,44.79,18.67,8.9,4.29,0.8,60.48,0.96,30.84,3.49,5.07,21.87,74.69,1.37,127.86,0.0,0.0,94.57,28.6,45,0.0,971.3,6.4,7.9,137,141,90
03-01-2024 09:00,32.86,115.25,3.86,42.65,18.19,8.37,4.24,0.78,66.61,0.92,31.13,3.33,5.02,23.53,68.92,1.27,137.88,0.0,0.0,218.5,29.0,42,0.0,970.4,5.6,6.9,130,133,95
03-01-2024 10:00,39.35,116.5,2.99,30.32,13.52,6.36,4.2,0.84,80.74,0.8,28.44,3.58,5.07,25.42,61.3,1.38,148.06,0.0,0.0,282.08,28.9,42,0.0,970.1,6.2,7.7,126,127,110
03-01-2024 11:00,36.52,116.26,2.59,27.41,12.33,8.96,4.32,0.82,91.95,0.96,29.03,3.52,4.96,27.22,52.62,1.39,143.3,0.0,0.0,246.73,28.5,43,0.0,970.0,5.9,7.9,128,129,104
03-01-2024 12:00,29.21,111.9,2.38,27.0,12.08,5.6,4.12,0.74,98.6,0.75,32.43,3.67,5.19,28.33,47.88,1.38,144.02,0.0,0.0,456.98,26.3,51,0.0,970.1,5.8,13.4,112,117,87
03-01-2024 13:00,24.34,109.16,2.18,26.57,11.84,8.16,4.11,0.87,102.22,0.91,29.69,3.34,5.03,29.08,44.84,1.31,131.68,0.0,0.0,407.82,24.5,56,0.0,970.3,6.8,14.8,87,89,78
03-01-2024 14:00,23.34,107.4,2.23,25.76,11.58,6.59,4.27,0.79,107.19,0.81,29.36,3.35,5.16,29.45,42.55,1.36,118.02,0.0,0.0,312.5,23.7,59,0.0,970.8,7.6,18.0,85,88,77
03-01-2024 15:00,23.62,103.68,2.01,27.03,11.91,9.83,4.3,0.79,108.87,1.02,30.19,3.52,4.56,29.45,41.76,1.4,118.06,0.0,0.0,202.48,23.2,60,0.0,971.0,8.8,21.3,81,86,75
03-01-2024 16:00,19.22,99.18,1.92,32.32,13.68,9.68,4.07,0.84,107.45,1.01,29.3,3.47,4.85,28.98,42.34,1.35,117.42,0.0,0.0,78.52,22.2,65,0.0,971.6,6.5,18.0,90,87,73
03-01-2024 17:00,20.76,96.23,1.76,45.12,17.99,9.48,4.36,0.79,97.24,1.0,28.46,3.46,5.18,27.78,45.89,1.04,105.13,0.0,0.0,1.18,21.7,67,0.0,972.3,6.3,17.0,114,96,71
03-01-2024 18:00,25.28,101.94,1.69,65.42,24.93,9.02,4.85,0.78,79.24,0.96,29.58,3.56,5.13,26.51,51.83,1.12,101.38,0.0,0.0,0.0,22.1,64,0.0,972.1,12.0,25.5,134,132,79
03-01-2024 19:00,28.42,108.02,1.65,46.44,18.39,9.12,5.11,0.84,82.25,0.97,29.24,3.46,4.89,25.54,53.6,1.25,97.91,0.0,0.0,0.0,22.1,61,0.0,970.8,12.7,27.3,137,138,85
03-01-2024 20:00,27.26,109.92,1.82,68.84,26.16,8.58,5.2,0.84,66.78,0.94,30.16,3.46,5.15,24.76,56.66,1.18,105.06,0.0,0.0,0.0,21.0,64,0.0,971.0,9.4,22.8,122,129,83
03-01-2024 21:00,28.72,119.7,1.87,54.02,21.1,9.4,4.81,0.87,70.83,0.99,29.91,3.42,4.97,24.39,59.23,1.25,107.17,0.0,0.0,0.0,20.2,67,0.0,970.5,7.7,20.2,143,140,86
03-01-2024 22:00,33.82,116.99,1.81,40.27,16.35,8.52,3.98,0.84,79.71,0.93,30.7,3.62,5.12,23.91,61.38,1.18,105.35,0.0,0.0,0.0,20.0,67,0.0,970.5,7.8,19.4,146,149,97
03-01-2024 23:00,33.82,108.95,1.72,39.33,15.98,6.32,4.32,0.83,79.76,0.79,30.22,3.46,5.26,23.7,62.0,1.74,120.44,0.0,0.0,0.0,19.1,69,0.0,970.9,7.5,19.8,145,151,97
04-01-2024 00:00,31.66,109.4,2.11,33.0,14.01,9.56,4.2,0.85,81.24,1.0,30.3,3.5,4.86,23.58,62.77,1.64,124.67,0.0,0.0,0.0,18.8,70,0.0,971.4,7.1,19.0,139,147,92
04-01-2024 01:00,31.0,114.38,2.12,33.32,14.12,9.37,3.6,0.76,70.12,0.99,30.1,3.42,5.13,22.84,67.11,1.09,123.05,0.0,0.0,0.0,18.6,80,0.0,972.6,9.8,22.2,152,153,91
04-01-2024 02:00,32.28,112.26,2.13,29.1,12.68,10.27,3.51,0.78,62.57,1.04,29.86,3.66,5.3,21.89,72.17,0.75,97.77,0.0,0.0,0.0,18.9,83,0.0,973.4,11.8,23.5,157,159,93
04-01-2024 03:00,29.04,104.1,2.12,29.94,12.96,8.12,3.22,0.8,58.99,0.91,30.06,3.5,5.36,21.53,73.55,0.77,104.42,0.0,0.0,0.0,20.8,79,0.0,974.7,5.9,11.4,169,169,87
04-01-2024 04:00,26.02,102.98,2.29,36.16,15.18,10.19,3.42,0.86,56.2,1.04,30.87,3.5,4.82,21.38,73.83,1.01,116.66,0.0,0.0,0.0,22.7,74,0.0,975.4,5.8,7.6,173,175,80
04-01-2024 05:00,25.46,103.14,2.26,33.29,14.18,6.68,4.23,0.77,57.91,0.82,30.82,3.31,5.2,21.15,74.64,1.24,118.85,0.0,0.0,0.0,24.9,66,0.0,975.2,6.6,8.4,171,173,79
04-01-2024 06:00,24.34,100.94,2.17,40.18,16.5,9.36,3.81,0.8,55.07,0.99,27.98,3.46,5.01,20.79,76.23,1.13,108.81,0.0,0.0,0.0,27.0,54,0.0,974.1,7.5,9.7,163,165,77
04-01-2024 07:00,21.4,103.42,2.84,54.62,21.8,7.21,3.88,0.81,47.95,0.85,29.24,3.59,4.79,20.96,76.22,1.18,117.12,0.0,0.0,3.8,28.5,43,0.0,972.6,8.1,10.7,159,160,75
04-01-2024 08:00,26.04,109.5,3.56,51.51,21.08,7.05,3.72,0.78,51.71,0.84,29.47,3.61,5.09,21.89,74.08,1.0,108.2,0.0,0.0,80.97,29.0,40,0.0,971.4,7.6,9.8,155,156,80
04-01-2024 09:00,29.01,122.91,4.16,43.23,18.54,7.81,3.76,0.88,62.13,0.89,30.14,3.74,4.84,23.25,70.62,1.3,125.98,0.0,0.0,207.25,29.4,38,0.0,970.5,7.0,9.1,159,162,87
04-01-2024 10:00,30.46,130.59,3.9,34.91,15.56,7.9,3.57,0.83,74.89,0.89,30.9,3.68,4.79,24.9,65.04,1.46,127.42,0.0,0.0,283.08,29.5,38,0.0,969.9,6.4,8.6,164,165,90
04-01-2024 11:00,38.38,127.49,3.16,28.96,13.14,6.79,3.49,0.87,87.44,0.82,28.92,3.38,4.93,26.69,57.27,1.22,142.31,0.0,0.0,254.62,28.9,39,0.0,969.8,6.1,8.7,135,138,108
04-01-2024 12:00,36.08,126.95,2.81,28.07,12.66,7.57,3.63,0.84,98.14,0.87,30.43,3.49,4.88,27.97,51.44,1.07,148.32,0.0,0.0,453.48,26.6,48,0.0,969.7,6.0,13.7,107,117,102
04-01-2024 13:00,30.3,127.7,2.65,27.26,12.31,7.85,3.3,0.83,101.3,0.89,30.51,3.3,5.37,29.06,44.11,1.18,124.06,0.0,0.0,423.5,24.4,54,0.0,969.9,8.3,9.5,124,115,89
04-01-2024 14:00,27.24,118.93,2.9,26.96,12.33,6.02,3.74,0.78,102.76,0.77,30.63,3.36,5.56,29.79,40.24,1.18,115.89,0.0,0.0,334.6,23.6,55,0.0,970.6,8.0,8.3,95,92,83
04-01-2024 15:00,21.06,106.42,2.41,25.84,11.7,8.96,3.38,0.88,102.65,0.96,29.56,3.5,5.07,29.86,38.64,1.27,110.82,0.0,0.0,224.8,22.6,55,0.0,971.0,7.3,15.7,81,81,76
04-01-2024 16:00,19.84,100.52,2.84,34.77,14.98,7.52,3.52,0.72,96.16,0.87,29.56,3.34,4.86,29.42,38.55,1.38,122.96,0.0,0.0,98.18,20.9,62,0.0,971.1,9.7,16.2,90,93,74
04-01-2024 17:00,20.04,95.33,2.35,50.76,20.22,6.5,3.69,0.78,83.07,0.81,29.1,3.34,4.69,27.99,42.28,1.1,111.34,0.0,0.0,1.52,21.1,58,0.0,971.3,7.2,17.7,108,102,71
04-01-2024 18:00,22.4,100.97,2.25,87.44,32.76,9.32,3.46,0.78,55.19,0.98,29.23,3.52,5.35,26.38,48.43,0.93,107.44,0.0,0.0,0.0,21.8,53,0.0,971.6,9.4,23.9,137,136,87
04-01-2024 19:00,35.62,120.52,2.3,94.44,35.19,7.52,3.52,0.79,49.28,0.87,29.88,3.28,5.16,25.39,56.49,1.03,105.74,0.0,0.0,0.0,21.7,55,0.0,971.3,11.3,25.3,149,156,101
04-01-2024 20:00,38.58,128.59,2.31,74.43,28.32,7.69,3.32,0.79,57.41,0.88,29.14,3.58,4.81,24.5,60.97,1.11,102.68,0.0,0.0,0.0,20.8,59,0.0,970.9,8.7,21.2,135,148,109
04-01-2024 21:00,32.34,125.75,2.25,73.65,28.03,7.18,2.98,0.73,54.4,0.84,32.16,3.55,5.07,23.82,63.48,1.01,109.19,0.0,0.0,0.0,20.0,63,0.0,970.7,7.1,18.9,131,145,94
04-01-2024 22:00,31.59,123.08,2.2,60.69,23.56,7.65,3.32,0.77,64.37,0.88,28.29,3.55,5.06,23.9,60.66,1.38,115.72,0.0,0.0,0.0,19.7,65,0.0,970.5,6.6,17.4,139,150,92
04-01-2024 23:00,31.7,118.36,2.2,44.35,17.95,9.15,2.74,0.76,69.14,0.98,31.03,3.67,4.61,23.52,60.83,1.38,115.42,0.0,0.0,0.0,20.6,63,0.0,971.2,7.1,15.3,225,223,92
05-01-2024 00:00,27.98,116.32,1.89,34.6,14.44,7.43,4.4,0.84,72.83,0.86,30.39,3.64,5.31,23.3,62.91,1.47,118.52,0.0,0.0,0.0,19.5,74,0.0,971.4,6.9,11.3,242,248,84
05-01-2024 01:00,26.2,114.04,1.84,34.19,14.28,9.15,3.9,0.79,66.45,0.98,29.52,3.41,4.68,22.58,66.76,1.04,108.14,0.0,0.0,0.0,19.7,78,0.0,972.6,6.7,17.4,144,158,81
05-01-2024 02:00,23.86,108.6,1.84,32.11,13.57,7.93,4.2,0.84,63.54,0.9,29.17,3.6,5.16,22.42,68.0,1.0,121.28,0.0,0.0,0.0,20.1,80,0.0,972.9,7.3,16.9,123,142,78
05-01-2024 03:00,22.28,103.53,1.87,37.1,15.29,7.22,3.73,0.81,56.66,0.85,29.71,3.44,5.2,22.3,69.83,1.01,143.26,0.0,0.0,0.0,21.3,78,0.3,974.2,5.6,9.8,225,208,75
05-01-2024 04:00,19.17,98.36,1.87,31.18,13.26,6.37,3.77,0.75,55.46,0.8,30.42,3.44,4.99,21.87,72.49,0.73,144.25,0.0,0.0,0.0,22.5,76,0.5,975.0,1.8,2.2,281,261,72
05-01-2024 05:00,17.05,93.05,1.88,40.14,16.34,8.38,3.85,0.78,46.44,0.92,28.31,3.5,5.0,21.37,74.92,0.75,122.7,0.0,0.0,0.0,21.8,83,0.9,975.0,6.1,7.7,315,319,70
05-01-2024 06:00,18.09,91.44,1.95,45.06,18.07,10.72,3.58,0.81,38.67,1.08,28.14,3.59,4.99,21.0,77.07,0.92,114.8,0.0,0.0,0.0,23.4,78,0.1,974.1,2.9,3.3,360,6,69
05-01-2024 07:00,23.26,95.42,2.72,60.69,23.81,10.16,2.72,0.81,34.65,1.03,28.4,3.44,5.06,21.51,75.47,1.16,120.82,0.0,0.0,0.22,25.3,68,0.0,973.0,2.3,2.2,342,351,74
05-01-2024 08:00,28.83,102.01,4.25,56.9,23.28,6.68,3.44,0.81,40.54,0.81,27.97,3.36,4.99,22.25,72.91,1.34,119.34,0.0,0.0,72.03,26.9,57,0.1,971.7,1.1,1.1,360,90,86
05-01-2024 09:00,31.24,111.62,4.39,46.14,19.66,8.51,3.54,0.82,61.18,0.93,31.47,3.5,5.06,23.9,65.4,1.48,131.48,0.0,0.0,209.58,26.1,60,0.2,971.1,10.6,12.4,298,296,91
05-01-2024 10:00,26.97,110.43,3.22,33.34,14.68,8.96,3.42,0.73,80.46,0.96,29.24,3.4,5.02,25.44,57.04,1.57,145.31,0.0,0.0,280.32,24.7,68,0.0,970.4,12.2,15.8,332,333,82
05-01-2024 11:00,20.99,104.14,2.68,27.22,12.3,9.36,3.33,0.88,86.12,0.98,32.04,3.57,5.06,26.74,52.7,1.43,146.93,0.0,0.0,262.02,24.7,65,0.0,970.6,10.0,13.8,334,332,75
05-01-2024 12:00,19.56,98.13,2.39,24.33,11.17,7.95,3.74,0.8,89.46,0.9,31.46,3.43,4.98,27.9,49.48,1.18,153.11,0.0,0.0,448.55,24.0,69,0.0,970.6,4.4,10.4,9,360,72
05-01-2024 13:00,17.08,73.68,2.27,22.73,10.56,6.91,3.54,0.77,89.98,0.83,31.84,3.57,5.13,28.93,43.96,1.25,134.24,0.0,0.0,368.53,23.9,51,0.0,970.5,9.1,16.9,97,110,61
05-01-2024 14:00,17.08,73.68,2.27,22.73,10.56,6.91,3.54,0.77,89.98,0.83,31.84,3.57,5.13,28.93,43.96,1.25,134.24,0.0,0.0,368.53,23.5,51,0.0,971.5,9.8,16.5,114,122,61
05-01-2024 15:00,4.16,6.77,1.86,25.25,11.22,9.07,4.63,0.84,110.29,0.97,29.02,3.28,5.11,29.45,39.58,1.28,120.15,0.0,0.0,190.42,24.5,43,0.0,972.5,1.8,7.3,307,123,51
05-01-2024 16:00,5.11,101.61,2.11,33.48,14.17,7.42,3.88,0.78,89.23,0.86,29.97,3.49,5.06,28.94,41.15,1.13,117.2,0.0,0.0,73.7,21.9,60,0.0,973.0,4.4,6.6,261,257,74
05-01-2024 17:00,8.82,83.6,1.94,44.41,17.84,10.64,3.12,0.89,83.75,1.07,32.28,3.44,5.21,27.95,44.07,1.2,110.12,0.0,0.0,3.02,20.7,76,0.0,972.9,6.1,4.2,357,340,65
05-01-2024 18:00,12.75,91.98,1.81,59.79,23.05,8.16,3.02,0.8,78.92,0.91,31.2,3.51,5.02,26.86,47.2,1.15,111.49,0.0,0.0,0.0,20.7,74,0.0,972.5,3.0,3.3,76,103,69
