Timestamp,PM2.5 (ug/m³),PM10 (ug/m³),NO (ug/m³),NO2 (ug/m³),NOx (ppb),NH3 (ug/m³),SO2 (ug/m³),CO (mg/m³),Ozone (ug/m³),Benzene (ug/m³),Toluene (ug/m³),Eth-Benzene (ug/m³),MP-Xylene (ug/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),temperature_2m (°C),relative_humidity_2m (%),rain (mm),surface_pressure (hPa),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (°),wind_direction_100m (°),AQI
01-01-2024 00:00,72.0,145.9,11.58,45.81,31.02,10.79,4.28,0.95,7.54,7.61,30.93,5.84,16.17,22.12,70.69,0.61,161.39,0.0,0.0,0.0,16.1,87,0.0,947.1,5.2,12.2,34,90,160
01-01-2024 01:00,74.82,142.88,10.51,42.19,28.28,11.44,4.04,1.02,6.85,16.3,28.81,4.58,14.75,21.49,72.47,0.87,147.49,0.0,0.0,0.0,16.1,86,0.0,948.2,8.1,16.6,45,85,161
01-01-2024 02:00,77.37,140.17,5.74,42.4,24.57,14.96,3.54,0.98,12.79,10.71,29.1,4.02,12.5,20.99,73.67,0.92,197.23,0.0,0.0,0.0,16.2,84,0.0,948.9,8.2,16.9,52,89,162
01-01-2024 03:00,77.0,135.67,2.97,36.25,19.13,10.72,4.1,0.77,16.72,5.44,29.41,4.03,11.3,20.77,72.33,0.99,213.94,0.0,0.0,0.0,18.5,76,0.0,950.1,8.6,16.2,57,93,162
01-01-2024 04:00,76.09,135.9,2.88,25.95,13.63,10.24,4.46,0.68,19.4,4.01,26.3,2.83,9.74,20.49,71.2,1.04,196.12,0.0,0.0,0.0,21.7,64,0.0,951.3,6.3,10.4,77,88,162
01-01-2024 05:00,71.14,120.36,3.4,23.79,12.97,10.35,4.65,0.62,17.56,4.16,25.59,3.13,10.11,20.2,71.17,0.85,136.53,0.0,0.0,0.0,24.5,54,0.0,951.5,6.2,8.1,100,103,159
01-01-2024 06:00,67.91,118.42,3.49,25.93,14.13,10.49,4.27,0.65,15.04,4.53,23.21,2.29,7.68,19.7,73.07,1.05,116.18,0.0,0.0,0.0,26.8,46,0.0,950.9,5.5,7.3,122,123,157
01-01-2024 07:00,73.23,120.85,4.12,30.06,16.82,10.46,5.42,0.78,12.22,4.63,21.67,2.06,7.71,19.77,72.64,0.8,212.0,0.0,0.0,2.7,28.2,39,0.0,950.0,4.5,5.9,166,169,160
01-01-2024 08:00,80.14,138.88,4.8,31.38,18.04,10.63,6.02,0.85,14.84,5.71,24.08,2.72,10.76,20.92,68.98,1.1,143.45,0.0,0.0,46.0,28.7,35,0.0,948.8,5.5,7.0,212,215,164
01-01-2024 09:00,83.32,154.52,4.43,29.48,16.76,11.15,7.68,0.77,37.08,4.38,20.05,1.6,6.85,22.95,61.31,1.32,142.8,0.0,0.0,191.18,28.8,34,0.0,948.1,5.6,6.9,220,223,165
01-01-2024 10:00,82.12,150.22,3.96,28.85,16.02,10.76,13.79,0.76,48.92,3.88,19.4,1.34,5.77,25.37,53.2,1.32,142.3,0.0,0.0,350.36,28.7,33,0.0,947.7,4.0,5.1,180,188,165
01-01-2024 11:00,76.79,146.17,4.3,26.7,15.19,10.06,10.4,0.64,60.85,3.48,18.19,1.34,5.26,27.38,47.84,1.32,145.85,0.0,0.0,480.48,28.4,33,0.0,947.2,5.7,6.9,145,152,162
01-01-2024 12:00,72.03,140.49,3.22,22.38,12.06,9.93,5.48,0.55,68.34,2.77,16.24,1.16,4.68,28.83,43.18,1.21,147.88,0.0,0.0,530.2,26.5,46,0.0,946.9,4.3,9.1,138,146,160
01-01-2024 13:00,60.61,118.93,2.85,16.46,8.69,10.39,5.31,0.47,75.72,2.06,14.92,0.83,3.72,30.16,37.71,0.94,132.64,0.0,0.0,517.38,24.0,48,0.0,947.4,7.1,14.8,300,304,154
01-01-2024 14:00,53.53,100.16,2.94,20.7,10.98,11.0,4.8,0.48,80.47,1.51,15.17,0.74,3.02,30.06,37.38,0.79,135.89,0.0,0.0,343.1,22.9,49,0.0,948.1,10.0,21.0,308,309,145
01-01-2024 15:00,49.24,92.68,3.32,19.87,10.82,10.17,5.86,0.48,86.0,1.35,17.1,0.66,2.73,29.8,37.78,0.73,150.62,0.0,0.0,184.44,22.1,58,0.0,948.9,14.3,27.8,315,317,135
01-01-2024 16:00,53.46,93.62,2.86,24.65,13.7,12.42,6.13,0.58,71.63,1.95,22.03,1.01,4.07,28.92,39.75,0.86,165.92,0.0,0.0,84.67,21.2,67,0.0,949.3,13.0,26.1,321,322,145
01-01-2024 17:00,55.1,109.23,3.11,39.6,21.74,12.14,4.77,0.77,63.64,2.23,25.52,5.05,5.77,27.72,44.58,1.07,145.65,0.0,0.0,13.02,20.5,72,0.0,949.2,10.8,23.7,334,338,149
01-01-2024 18:00,59.52,118.1,3.52,54.01,29.6,12.48,5.52,0.91,39.45,3.5,47.4,11.35,13.75,26.02,50.71,1.19,196.98,0.0,0.0,0.0,18.6,82,0.0,948.7,7.3,11.8,281,329,153
01-01-2024 19:00,64.22,137.08,8.22,77.82,45.82,17.74,3.84,1.47,9.7,5.42,89.71,12.84,34.65,24.92,55.11,0.78,172.13,0.0,0.0,0.0,19.3,78,0.0,948.4,2.6,5.0,304,360,156
01-01-2024 20:00,81.06,169.18,3.06,36.77,20.18,13.32,3.15,0.82,14.33,7.09,77.62,14.49,40.3,25.02,54.55,1.09,139.7,0.0,0.0,0.0,17.3,89,0.0,947.7,4.7,9.4,337,356,164
01-01-2024 21:00,75.85,156.69,2.57,25.07,13.72,12.96,3.53,0.74,18.14,4.6,54.46,6.89,24.88,24.32,62.88,0.88,150.46,0.0,0.0,0.0,16.0,94,0.0,946.7,5.9,9.5,349,25,162
01-01-2024 22:00,76.93,232.27,2.72,28.16,15.44,12.44,3.29,0.75,20.9,5.14,34.75,5.96,24.4,23.81,68.77,0.79,130.39,0.0,0.0,0.0,16.1,92,0.0,946.3,4.4,9.2,351,39,162
01-01-2024 23:00,76.99,162.78,2.4,27.61,14.86,11.67,3.4,0.8,18.78,4.8,36.19,4.65,17.93,23.17,72.72,0.98,122.21,0.0,0.0,0.0,16.4,89,0.0,946.5,4.3,6.6,360,61,162
02-01-2024 00:00,79.17,156.17,2.86,24.19,13.47,12.11,3.19,0.76,18.84,4.97,40.33,4.08,13.29,22.8,75.51,1.15,127.43,0.0,0.0,0.0,16.8,87,0.0,946.9,3.4,6.9,18,99,163
02-01-2024 01:00,88.07,154.68,3.0,26.03,14.55,11.68,4.21,0.71,13.58,4.35,27.32,3.75,11.63,22.01,78.53,1.03,176.15,0.0,0.0,0.0,15.7,89,0.0,947.5,6.1,15.5,62,91,168
02-01-2024 02:00,88.64,155.77,2.43,26.3,14.23,12.18,3.39,0.76,12.87,4.37,23.82,2.79,9.45,21.28,81.19,1.01,161.25,0.0,0.0,0.0,16.0,86,0.0,948.0,6.3,16.3,66,95,168
02-01-2024 03:00,83.41,139.9,2.65,27.91,15.23,12.26,3.27,0.77,9.55,4.81,22.72,2.42,8.11,20.86,82.8,0.91,168.59,0.0,0.0,0.0,18.6,75,0.0,949.2,7.6,15.5,65,90,165
02-01-2024 04:00,85.0,141.37,2.71,32.93,17.88,12.43,2.67,0.86,9.28,6.14,35.21,4.35,8.52,20.64,83.56,1.07,154.75,0.0,0.0,0.0,21.4,64,0.0,950.2,6.3,9.8,77,82,166
02-01-2024 05:00,85.92,164.33,2.64,31.78,17.25,12.77,2.94,0.85,9.25,6.54,41.38,5.31,8.2,20.26,84.46,0.85,152.44,0.0,0.0,0.0,24.3,54,0.0,950.4,6.5,8.3,93,95,167
02-01-2024 06:00,89.37,156.48,4.07,33.25,19.2,13.58,3.42,1.0,4.67,6.06,39.76,4.24,7.79,20.08,85.38,0.74,179.83,0.0,0.0,0.0,26.7,45,0.0,949.8,7.4,9.7,119,121,168
02-01-2024 07:00,101.61,187.36,8.0,38.13,24.89,14.54,2.57,1.05,5.06,6.75,67.84,5.62,9.83,20.02,83.49,0.87,181.59,0.0,0.0,4.11,28.2,37,0.0,948.6,7.4,9.2,166,169,175
02-01-2024 08:00,109.32,206.22,5.43,43.49,25.62,14.12,2.21,1.02,14.85,6.9,41.46,4.41,9.51,21.1,77.11,1.2,142.29,0.0,0.0,37.51,28.8,34,0.0,947.7,6.4,8.0,196,198,179
02-01-2024 09:00,111.3,187.36,3.89,33.54,19.2,14.03,2.57,0.89,31.88,5.48,33.25,2.43,8.37,23.16,65.41,1.33,132.29,0.0,0.0,172.28,29.1,33,0.0,946.9,5.0,6.3,201,204,180
02-01-2024 10:00,103.33,169.02,3.14,30.56,16.98,13.68,3.89,0.83,44.13,4.51,29.43,2.37,7.65,25.54,56.68,1.25,161.57,0.0,0.0,324.5,29.1,32,0.0,946.2,5.0,6.4,201,207,176
02-01-2024 11:00,99.71,165.42,3.03,25.27,14.03,13.08,4.49,0.73,56.49,4.12,27.76,2.27,7.09,27.74,47.64,1.24,173.82,0.0,0.0,470.7,28.6,31,0.0,946.3,7.9,10.7,210,213,174
02-01-2024 12:00,87.8,135.5,2.55,19.64,10.87,11.97,4.39,0.62,64.66,3.23,24.89,1.67,5.86,29.36,40.56,1.22,140.29,0.0,0.0,501.09,26.6,34,0.0,946.3,9.5,19.5,209,214,168
02-01-2024 13:00,72.15,112.22,2.46,16.7,9.22,12.15,3.41,0.54,67.4,2.79,22.18,1.41,5.29,29.78,37.71,1.15,155.65,0.0,0.0,441.15,23.6,41,0.0,946.7,7.2,16.5,252,238,160
02-01-2024 14:00,61.98,120.84,2.66,13.32,7.59,11.8,2.83,0.44,64.02,2.73,16.91,1.34,4.0,30.38,31.62,1.14,170.34,0.0,0.0,325.52,22.3,52,0.0,947.7,14.6,26.6,303,303,154
02-01-2024 15:00,51.6,96.67,2.89,13.71,8.02,12.24,4.0,0.41,61.81,2.61,18.81,0.87,3.45,30.75,27.8,1.18,179.47,0.0,0.0,223.91,21.2,69,0.0,948.2,12.5,25.5,316,315,141
02-01-2024 16:00,44.8,82.28,2.96,17.8,10.21,12.26,2.8,0.44,53.54,1.9,17.05,1.42,3.65,30.28,26.72,1.18,211.62,0.0,0.0,123.25,20.2,77,0.0,948.6,12.1,24.8,330,330,124
02-01-2024 17:00,41.18,85.34,2.67,23.5,12.98,11.4,3.28,0.5,44.23,1.97,30.83,1.22,3.85,28.98,30.84,1.05,197.94,0.0,0.0,27.89,18.8,84,0.0,948.6,6.2,17.1,306,321,115
02-01-2024 18:00,50.82,118.69,3.26,42.25,23.25,11.69,3.7,0.75,18.86,4.18,29.63,7.48,19.77,26.66,39.36,0.77,162.33,0.0,0.0,0.0,17.5,90,0.0,948.1,7.3,10.5,290,322,139
02-01-2024 19:00,56.06,126.85,3.31,40.78,22.52,12.18,4.8,0.82,17.14,7.34,76.94,13.9,31.27,25.6,50.32,1.06,158.44,0.0,0.0,0.0,17.3,90,0.0,947.7,4.8,11.1,312,331,151
02-01-2024 20:00,70.1,154.19,2.69,27.03,14.79,12.95,3.29,0.88,27.53,6.26,79.88,7.77,30.0,24.6,64.42,1.02,172.67,0.0,0.0,0.0,15.9,95,0.0,947.1,6.5,8.7,6,17,159
02-01-2024 21:00,80.61,193.57,2.39,23.7,12.84,12.59,3.77,0.88,35.1,5.51,79.18,4.78,13.87,24.03,73.74,0.92,127.64,0.0,0.0,0.0,16.0,94,0.0,946.7,3.9,8.3,326,358,164
02-01-2024 22:00,99.4,212.62,2.52,21.69,11.92,12.53,4.13,0.84,31.31,5.42,48.51,3.73,11.25,23.56,77.11,1.01,109.07,0.0,0.0,0.0,15.4,96,0.0,946.0,4.9,5.1,306,8,174
02-01-2024 23:00,120.65,208.64,2.46,21.2,11.61,12.39,3.12,0.84,27.94,5.33,35.45,3.29,9.28,23.02,80.36,0.89,143.56,0.0,0.0,0.0,16.5,91,0.0,946.2,2.1,4.3,329,66,185
03-01-2024 00:00,130.01,221.21,2.34,20.66,11.18,11.98,3.88,0.83,24.66,5.49,34.28,3.34,8.57,22.74,81.42,0.79,113.35,0.0,0.0,0.0,15.1,95,0.0,945.9,5.0,6.1,360,50,189
03-01-2024 01:00,141.5,224.65,2.47,20.41,11.2,12.35,3.12,0.82,22.55,5.32,40.25,2.99,7.41,22.35,82.38,1.09,125.17,0.0,0.0,0.0,16.6,96,0.0,947.0,6.6,13.5,45,81,195
03-01-2024 02:00,136.42,221.74,2.54,19.57,10.78,12.67,2.57,0.81,21.12,5.07,72.77,3.03,6.31,22.17,83.38,0.67,156.67,0.0,0.0,0.0,16.6,95,0.0,947.6,6.7,15.1,54,89,193
03-01-2024 03:00,133.87,213.65,2.46,19.37,10.58,12.31,2.92,0.79,19.13,4.7,53.76,2.95,5.84,21.92,84.19,1.0,141.91,0.0,0.0,0.0,18.8,84,0.0,948.6,7.3,15.5,57,87,191
03-01-2024 04:00,134.4,199.51,2.46,17.62,9.73,12.55,4.02,0.85,14.86,5.1,39.93,3.0,5.27,21.46,85.14,0.67,156.88,0.0,0.0,0.0,21.4,69,0.0,949.7,7.2,10.4,84,90,192
03-01-2024 05:00,128.67,193.73,2.46,19.76,10.85,12.49,3.43,0.92,11.0,5.47,62.06,2.89,4.97,21.08,86.26,0.76,182.07,0.0,0.0,0.0,23.9,58,0.0,950.0,6.6,8.6,103,105,189
03-01-2024 06:00,133.32,222.69,2.74,28.31,15.55,12.66,2.69,1.03,15.78,7.09,53.11,3.0,4.83,20.9,86.84,0.89,164.26,0.0,0.0,0.0,26.2,49,0.0,949.3,5.8,7.7,150,152,191
03-01-2024 07:00,135.72,207.6,3.31,35.99,20.02,13.57,3.36,1.31,10.56,7.99,34.02,6.44,7.28,20.8,86.94,0.59,176.26,0.0,0.0,3.44,27.4,39,0.0,948.1,8.4,11.0,211,212,192
03-01-2024 08:00,145.12,295.31,3.82,39.26,22.11,14.38,2.16,1.35,9.49,10.1,74.83,8.45,9.18,21.58,86.27,0.76,186.05,0.0,0.0,38.82,28.2,34,0.0,946.8,10.2,13.0,225,226,197
03-01-2024 09:00,161.69,323.63,3.82,40.56,22.82,14.12,3.65,1.23,10.96,8.57,38.63,3.66,7.82,23.26,75.13,1.3,156.41,0.0,0.0,149.39,28.6,30,0.0,946.1,12.5,16.1,221,222,212
03-01-2024 10:00,170.02,278.06,2.88,29.65,16.36,13.09,4.43,0.93,23.8,6.92,28.39,2.91,8.48,25.28,62.8,1.29,168.18,0.0,0.0,268.83,28.3,30,0.0,945.7,13.5,17.5,214,217,220
03-01-2024 11:00,80.46,200.23,2.61,23.63,12.96,12.46,4.4,0.8,42.91,5.11,25.21,2.64,6.86,27.02,53.68,1.17,91.76,0.0,0.0,412.65,27.6,33,0.0,945.6,11.1,15.2,209,211,164
03-01-2024 12:00,73.46,184.83,2.51,19.5,10.75,12.7,4.75,0.68,65.32,4.19,25.18,2.13,5.83,28.79,45.41,0.92,143.26,0.0,0.0,471.87,26.0,40,0.0,945.7,6.5,13.9,199,201,160
03-01-2024 13:00,65.37,126.63,3.01,18.61,10.64,12.48,4.43,0.63,71.43,2.07,36.57,0.93,1.49,29.39,42.52,0.97,174.96,0.0,0.0,302.26,23.2,50,0.0,945.7,6.4,15.0,254,246,156
03-01-2024 14:00,70.24,151.24,2.89,21.16,11.94,12.36,4.78,0.62,71.51,4.12,35.27,1.78,3.55,29.26,41.23,0.81,241.46,0.0,0.0,275.69,21.8,61,0.0,946.6,13.2,25.2,313,316,159
03-01-2024 15:00,61.03,133.19,3.03,20.76,11.84,12.54,3.8,0.49,69.46,3.67,31.24,1.52,2.98,29.76,35.84,1.02,155.31,0.0,0.0,174.3,20.9,69,0.0,947.2,11.6,23.5,324,324,154
03-01-2024 16:00,52.96,121.96,4.94,30.62,17.8,18.4,3.94,0.5,60.95,2.56,36.41,2.04,2.22,29.3,36.08,1.17,189.2,0.0,0.0,105.01,19.7,76,0.0,947.4,8.9,19.5,339,344,144
03-01-2024 17:00,52.98,117.13,2.9,21.24,11.96,12.12,2.94,0.58,55.2,1.94,37.35,2.82,4.48,28.02,42.48,1.09,185.78,0.0,0.0,20.26,17.7,88,0.0,946.9,7.6,12.7,335,345,144
03-01-2024 18:00,59.9,133.38,2.79,31.0,16.95,14.23,3.83,0.78,38.87,2.84,24.88,2.85,6.62,26.01,51.59,0.77,154.2,0.0,0.0,0.0,17.1,92,0.0,947.0,4.9,12.3,36,38,153
03-01-2024 19:00,70.84,143.82,2.65,31.18,16.95,15.7,3.33,0.84,19.6,3.95,27.33,5.52,9.28,25.01,55.97,0.84,145.71,0.0,0.0,0.0,16.2,95,0.0,946.3,6.1,12.1,3,37,159
03-01-2024 20:00,58.07,113.29,1.7,25.99,13.23,13.73,2.44,0.88,18.1,5.07,24.0,5.16,14.2,24.91,56.64,1.08,198.98,0.0,0.0,0.0,15.9,96,0.0,946.3,5.2,8.9,335,32,152
03-01-2024 21:00,63.96,114.4,1.88,22.36,11.47,13.9,1.22,0.8,17.88,5.36,26.3,6.0,17.62,24.34,59.6,0.9,141.23,0.0,0.0,0.0,15.6,96,0.0,946.1,6.6,9.7,9,51,155
03-01-2024 22:00,64.53,118.98,1.5,21.62,10.78,13.27,2.26,0.81,15.9,5.22,26.17,6.0,18.28,24.02,61.92,1.12,97.5,0.0,0.0,0.0,15.7,96,0.0,945.8,5.9,11.1,38,65,156
03-01-2024 23:00,60.77,112.76,1.62,18.1,9.0,13.52,1.74,0.77,17.35,4.96,23.31,3.68,12.52,23.73,63.87,0.89,166.5,0.0,0.0,0.0,15.8,94,0.0,945.7,6.2,10.1,54,86,154
04-01-2024 00:00,60.52,111.08,1.84,14.31,7.18,14.1,2.16,0.72,19.02,4.44,22.49,3.06,10.62,23.71,65.54,0.85,147.66,0.0,0.0,0.0,15.4,95,0.0,946.3,6.0,9.8,25,82,154
04-01-2024 01:00,61.88,116.83,2.1,16.08,8.26,14.38,2.66,0.75,15.68,4.26,21.99,2.74,9.54,23.17,69.41,0.78,165.28,0.0,0.0,0.0,15.4,96,0.0,947.0,7.7,12.0,37,74,154
04-01-2024 02:00,65.44,121.92,1.97,16.43,8.44,14.08,1.26,0.78,11.85,4.72,22.42,2.99,8.97,22.51,71.5,0.82,188.56,0.0,0.0,0.0,15.8,96,0.0,947.7,5.6,14.0,50,78,156
04-01-2024 03:00,68.59,126.74,1.72,16.29,8.16,13.64,2.25,0.8,8.1,4.93,25.62,3.41,8.54,21.76,75.25,1.15,181.87,0.0,0.0,0.0,18.5,88,0.0,949.2,7.1,14.6,66,80,158
04-01-2024 04:00,67.49,118.34,1.68,16.38,8.15,13.6,1.56,0.79,12.84,4.93,28.06,2.9,7.15,21.48,77.0,1.2,175.87,0.0,0.0,0.0,21.1,76,0.0,950.3,7.6,10.4,90,88,157
04-01-2024 05:00,65.14,101.9,1.86,16.9,8.52,13.98,2.2,0.74,12.19,4.65,29.54,2.97,7.15,21.45,77.16,1.34,215.96,0.0,0.0,0.0,23.6,64,0.0,950.4,6.6,8.5,103,102,156
04-01-2024 06:00,63.81,101.68,2.92,25.45,13.89,16.24,1.81,0.76,7.99,4.46,30.84,2.99,8.31,21.34,77.85,1.34,180.03,0.0,0.0,0.0,25.6,52,0.0,949.6,4.5,5.8,151,158,155
04-01-2024 07:00,66.72,109.01,4.54,33.45,19.4,19.19,3.02,0.86,5.15,5.18,29.29,2.37,7.16,21.28,78.8,1.26,171.97,0.0,0.0,4.24,26.8,42,0.0,948.4,8.4,11.2,211,213,157
04-01-2024 08:00,71.78,178.5,4.87,41.35,24.08,13.77,2.97,1.02,13.58,6.02,31.31,2.14,5.85,21.76,78.44,0.83,176.39,0.0,0.0,38.15,27.6,34,0.0,947.1,10.0,12.8,218,220,159
04-01-2024 09:00,98.04,192.93,4.21,32.24,18.78,12.97,3.0,0.85,22.74,5.25,30.23,1.87,6.53,23.4,69.08,1.44,153.78,0.0,0.0,165.55,28.4,27,0.0,946.2,11.6,15.3,216,219,173
04-01-2024 10:00,95.54,184.29,3.23,26.82,15.12,12.93,4.16,0.8,30.09,4.07,25.94,1.55,5.51,25.3,60.7,1.23,138.14,0.0,0.0,310.56,28.1,25,0.0,945.7,12.7,16.4,215,218,172
04-01-2024 11:00,74.63,133.02,3.6,23.15,13.54,12.59,3.55,0.7,42.86,4.07,22.64,1.67,5.21,27.48,51.38,0.97,165.18,0.0,0.0,445.15,27.3,25,0.0,945.5,11.3,15.3,211,214,161
04-01-2024 12:00,71.6,144.97,2.65,14.49,8.25,11.31,4.9,0.54,61.9,3.03,23.13,2.12,5.08,28.68,38.79,1.45,174.97,0.0,0.0,509.53,25.2,33,0.0,945.6,6.6,14.7,202,205,159
04-01-2024 13:00,63.36,129.48,3.12,13.96,8.31,12.15,4.52,0.47,59.41,2.67,32.99,1.46,4.7,29.58,30.02,1.33,215.31,0.0,0.0,558.4,20.2,52,0.0,945.7,8.5,12.0,298,303,155
04-01-2024 14:00,55.55,111.94,2.97,13.45,7.97,11.15,4.66,0.44,60.53,2.05,23.21,1.36,4.01,29.77,26.23,1.68,206.78,0.0,0.0,468.77,19.9,54,0.0,946.6,7.6,16.8,301,305,151
04-01-2024 15:00,48.84,97.06,2.78,12.85,7.49,11.22,3.51,0.4,55.75,2.0,20.21,1.42,3.96,29.79,21.48,1.73,207.07,0.0,0.0,237.73,19.2,55,0.0,947.3,8.7,19.5,318,321,134
04-01-2024 16:00,47.08,98.57,3.59,19.21,11.47,13.06,4.88,0.45,48.29,1.83,21.71,2.42,4.66,29.49,21.02,1.83,209.61,0.0,0.0,183.35,18.6,59,0.0,947.6,9.0,19.9,323,328,130
04-01-2024 17:00,46.82,102.6,3.83,26.04,15.24,13.12,4.08,0.44,27.85,2.06,25.82,2.44,5.29,28.02,23.66,1.58,206.75,0.0,0.0,52.22,17.8,65,0.0,947.4,9.6,21.3,326,334,129
04-01-2024 18:00,48.94,114.18,4.03,33.6,19.35,12.37,3.97,0.54,12.54,2.78,28.18,8.57,15.31,25.9,29.06,1.28,196.59,0.0,0.0,0.0,16.0,79,0.0,946.9,7.2,15.2,354,353,134
04-01-2024 19:00,52.38,123.42,20.89,68.19,50.95,26.15,3.28,1.15,7.06,5.66,64.99,12.19,32.14,23.66,37.42,0.92,184.28,0.0,0.0,0.0,14.7,89,0.0,946.6,7.5,11.1,17,36,143
04-01-2024 20:00,60.67,143.51,11.28,64.12,41.11,16.41,3.48,1.14,4.54,8.13,71.14,24.64,43.59,22.66,41.33,0.61,142.65,0.0,0.0,0.0,14.8,91,0.0,946.4,5.1,12.2,356,34,154
04-01-2024 21:00,64.89,153.84,3.17,44.53,24.37,12.94,4.02,0.79,13.6,6.19,103.99,18.63,33.25,22.08,47.0,0.87,154.68,0.0,0.0,0.0,14.4,93,0.0,946.2,6.3,12.8,24,50,156
04-01-2024 22:00,63.24,150.2,2.55,31.6,17.03,12.65,3.56,0.68,21.72,4.93,53.73,9.79,25.18,21.8,61.97,0.86,131.97,0.0,0.0,0.0,14.1,94,0.0,945.8,5.7,12.2,35,66,155
04-01-2024 23:00,68.24,152.97,3.96,53.16,28.8,19.39,3.95,0.83,13.62,4.1,79.96,4.21,2.78,20.34,72.53,0.87,194.64,0.0,0.0,0.0,13.8,96,0.0,945.5,5.1,10.1,8,55,158
05-01-2024 00:00,79.08,172.3,4.06,57.03,30.9,19.24,3.72,0.87,11.23,5.01,81.66,5.58,4.32,20.02,76.44,0.89,156.27,0.0,0.0,0.0,13.5,97,0.0,945.8,6.2,10.0,7,52,163
05-01-2024 01:00,79.56,156.28,2.45,32.75,17.64,12.25,3.48,0.76,18.1,5.54,62.33,9.72,14.72,20.24,79.62,1.09,140.19,0.0,0.0,0.0,14.9,97,0.0,947.2,1.5,3.7,315,101,163
05-01-2024 02:00,99.54,199.35,3.36,30.02,16.24,17.91,3.28,0.67,22.01,3.86,63.01,9.98,5.34,19.91,81.33,0.82,132.33,0.0,0.0,0.0,15.5,97,0.0,947.8,4.3,7.6,42,95,174
05-01-2024 03:00,97.7,201.86,3.92,35.4,19.49,17.29,3.02,0.69,17.84,3.04,53.66,3.67,2.16,19.47,82.58,0.92,161.96,0.0,0.0,0.0,17.2,91,0.0,948.9,5.2,11.2,56,88,173
05-01-2024 04:00,97.22,190.0,3.26,34.29,18.38,16.6,2.88,0.74,13.9,3.82,58.14,3.0,2.09,19.08,83.14,0.78,156.83,0.0,0.0,0.0,20.3,80,0.0,950.2,7.0,9.8,78,82,173
05-01-2024 05:00,77.37,148.17,2.3,27.37,14.66,10.86,3.06,0.77,15.6,4.01,51.75,3.07,5.69,19.02,82.34,0.85,151.25,0.0,0.0,0.0,22.5,69,0.0,950.4,6.2,7.6,69,71,162
05-01-2024 06:00,84.16,155.21,2.92,35.89,19.65,10.71,2.98,0.89,13.0,6.9,35.71,12.26,12.88,18.92,82.76,0.87,147.08,0.0,0.0,0.0,24.9,47,0.0,949.6,4.0,4.8,95,103,166
05-01-2024 07:00,86.38,153.38,7.06,46.02,28.24,13.29,2.14,1.04,10.96,5.77,32.62,5.8,7.18,18.82,83.37,0.97,141.85,0.0,0.0,3.03,26.4,35,0.0,948.6,6.2,7.9,190,196,167
05-01-2024 08:00,87.24,217.52,4.33,41.41,23.63,12.44,2.95,1.05,16.72,6.23,29.37,3.77,5.95,20.45,78.54,0.77,157.49,0.0,0.0,38.75,27.3,33,0.0,947.6,10.2,13.1,212,217,167
05-01-2024 09:00,77.94,226.75,2.72,26.69,14.7,11.74,4.17,0.85,49.59,5.06,21.61,2.53,5.08,23.17,70.97,0.97,132.66,0.0,0.0,165.17,27.9,31,0.0,946.7,13.8,18.4,219,222,163
05-01-2024 10:00,71.91,124.62,4.42,37.56,21.71,11.77,13.69,0.82,40.1,4.39,24.15,2.45,6.05,25.16,62.48,1.02,128.69,0.0,0.0,324.74,27.6,30,0.0,946.3,15.8,21.2,227,228,159
05-01-2024 11:00,71.16,123.34,4.02,33.57,19.28,12.25,23.31,0.76,52.0,4.47,26.49,2.31,6.4,26.82,51.18,0.96,181.96,0.0,0.0,475.56,27.1,29,0.0,946.4,12.8,17.6,238,239,159
05-01-2024 12:00,67.92,126.25,2.8,22.94,12.75,11.44,10.79,0.6,53.6,3.8,24.94,1.6,4.95,28.4,38.3,1.01,118.24,0.0,0.0,545.35,25.4,33,0.0,946.8,8.9,17.5,256,256,157
05-01-2024 13:00,55.7,119.85,2.35,18.28,9.91,11.47,7.44,0.52,55.79,2.64,23.94,1.21,3.79,29.53,31.63,0.98,167.94,0.0,0.0,521.49,21.7,48,0.0,946.8,6.9,16.6,298,304,151
05-01-2024 14:00,49.67,99.52,3.15,20.02,11.52,10.83,5.32,0.51,65.38,2.36,41.67,1.74,3.54,30.11,27.78,0.97,201.07,0.0,0.0,406.34,21.1,55,0.0,947.8,12.8,26.3,322,327,136
05-01-2024 15:00,47.96,93.3,3.37,17.81,10.52,11.01,6.01,0.42,51.84,2.13,25.12,2.89,3.93,29.95,24.3,1.09,226.84,0.0,0.0,217.09,20.2,64,0.0,948.5,11.4,23.1,342,345,132
05-01-2024 16:00,39.48,83.13,3.12,18.33,10.62,11.48,4.55,0.42,42.42,1.64,28.76,2.08,3.63,29.5,22.04,1.11,191.0,0.0,0.0,117.17,18.5,76,0.0,948.4,5.4,14.6,8,10,111
05-01-2024 17:00,32.47,64.97,3.8,23.38,13.82,11.11,3.99,0.47,36.06,1.95,45.08,4.6,5.16,28.11,25.0,0.84,192.3,0.0,0.0,35.14,17.6,82,0.0,948.4,5.9,15.0,11,30,94
05-01-2024 18:00,33.09,74.02,2.73,33.07,18.03,10.95,3.75,0.6,16.29,4.49,34.44,3.47,6.18,25.74,34.8,0.99,169.56,0.0,0.0,0.07,17.5,83,0.0,948.1,7.4,16.7,14,33,95
