Timestamp,PM2.5 (ug/m³),PM10 (ug/m³),NO (ug/m³),NO2 (ug/m³),NOx (ppb),SO2 (ug/m³),CO (mg/m³),Ozone (ug/m³),Benzene (ug/m³),MP-Xylene (ug/m³),RH (%),WS (m/s),TOT-RF (mm),SR (W/mt2),BP (mmHg),temperature_2m (°C),relative_humidity_2m (%),rain (mm),surface_pressure (hPa),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (°),wind_direction_100m (°),AQI
01-01-2024 00:00,13.32,21.36,7.79,6.28,14.07,3.77,0.86,9.55,1.24,6.755,20.06,1.05,0,96.46,946.86,20.2,61,0,951.2,12.6,23.4,257,266,54
01-01-2024 01:00,14.0925,22.6025,8.2425,6.6475,14.89,3.9875,0.86,10.105,1.24,2.435,24.3925,1.05,0,41.7575,947.08,19.3,66,0,951.2,11.2,23.1,255,265,55
01-01-2024 02:00,10.5025,16.845,6.1425,4.955,11.0975,2.9725,0.86,7.53,1.24,2.823333333,33.685,1.05,0,3.433333333,947.7325,18.6,71,0,950.8,11.4,23,246,261,44
01-01-2024 03:00,18.1175,29.055,10.5975,8.545,19.1425,5.1275,0.86,12.99,1.24,1.23625,42.075,1.05,0,3.433333333,948.68,18.2,71,0,950.5,7.7,19,242,251,64
01-01-2024 04:00,10.91,17.4975,6.3825,5.1475,11.5275,3.0875,0.86,7.8225,1.24,1.25875,49.625,1.05,0,0.046666667,949.5275,17.3,75,0,950.1,6.1,10.8,230,249,45
01-01-2024 05:00,26.635,42.7175,15.58,12.565,28.1425,7.5375,0.86,19.0975,1.24,1.07125,54.0725,1.05,0,0.01,950.0875,16.8,76,0,949.4,5.8,10.7,248,258,82
01-01-2024 06:00,29.0425,46.575,16.9875,13.7,30.685,8.22,0.86,20.8225,1.24,1.1275,56.14,1.05,0,0.01,950.285,16.1,77,0,948.7,6,14,245,258,87
01-01-2024 07:00,26.5875,42.6375,15.55,12.54,28.09,7.525,0.86,19.0625,1.24,2.02875,59.3725,1.05,0,0.01,949.99,16.4,73,0,948.6,6.9,17,242,257,81
01-01-2024 08:00,17.165,27.5275,10.04,8.0975,18.1375,4.8575,0.86,12.3075,1.24,3.54625,62.34,1.05,0,0.01,949.4725,16.5,73,0,949,8,18.9,243,257,62
01-01-2024 09:00,11.0225,17.675,6.4475,5.2,11.645,3.12,0.86,7.9025,1.24,3.315,65.595,1.05,0,0.01,949.1025,17.7,86,0,950.8,8.8,19.9,251,253,46
01-01-2024 10:00,9.1725,14.71,5.365,4.3275,9.6925,2.595,0.86,6.5775,1.24,3.925,68.57,1.05,0,0.01,948.735,17.4,88,0,951.6,8.6,18.5,255,262,38
01-01-2024 11:00,11.8375,18.985,6.925,5.585,12.5075,3.35,0.86,8.4875,1.24,4.288333333,68.71,1.05,0,0.01,948.2775,19.7,79,0,953.1,8.8,16.6,258,268,49
01-01-2024 12:00,5.3275,8.5425,3.115,2.5125,5.6275,1.5075,0.86,3.82,1.24,4.885,68.36,1.05,0,0.01,947.9175,22.6,68,0,954,9.7,13.3,272,270,22
01-01-2024 13:00,6.1,9.785,3.5675,2.8775,6.4475,1.7275,0.86,4.375,1.24,5.62375,69.5675,1.05,0,0.01,948.12,25,56,0,954.4,10.8,14.5,268,264,25
01-01-2024 14:00,11.13,17.85,6.51,5.25,11.76,3.15,0.86,7.98,1.24,5.95125,70.4825,1.05,0,0.21,949.125,27,47,0,954,12.8,16.6,260,257,46
01-01-2024 15:00,11.4275,18.3275,6.685,5.39,12.075,3.235,0.86,8.195,1.24,5.00125,71.8475,1.05,0,9.4825,950.07,28.3,41,0,952.9,14.8,18.9,252,249,48
01-01-2024 16:00,16.825,26.9825,9.84,7.935,17.7775,4.7625,0.86,12.0625,1.24,3.655,70.0075,1.05,0,73.6,951.05,29,38,0,951.9,15.8,20.8,249,247,61
01-01-2024 17:00,14.7175,23.6025,8.6075,6.9425,15.55,4.165,0.86,10.5525,1.24,3.1,57.2875,1.05,0,163.3925,951.69,29.2,37,0,951.2,17.3,22.6,247,245,57
01-01-2024 18:00,22.3425,35.83,13.0675,10.5375,23.605,6.3225,0.86,16.0175,1.24,2.90875,40.18,1.05,0,259.0075,951.7,29,38,0,950.7,16.5,21.6,254,252,73
01-01-2024 19:00,23.39,37.51,13.68,11.0325,24.7125,6.62,0.86,16.77,1.24,2.90875,28.17,1.05,0,321.1725,950.9475,28,42,0,950.7,16.7,22.3,256,256,75
01-01-2024 20:00,82.06375,123.13,19.97583333,46.74333333,56.26583333,42.3275,1.591666667,48.12666667,8.989166667,6.755,20.0675,1.05,0,350.4075,949.72,26.7,46,0,951.1,13,18.8,265,266,165
01-01-2024 21:00,59.71125,89.735,23.3325,49.50875,65.4675,39.94,1.92,29.2225,3.76625,2.435,17.5375,1.05,0,359.81,948.4525,23.8,46,0,951.2,9.1,19.5,261,266,153
01-01-2024 22:00,48.96541667,73.51875,13.81791667,43.84541667,37.00833333,37.48875,1.95,23.56125,3.92,2.823333333,15.535,1.05,0,320.84,947.5425,22,52,0,951.6,8,19.1,260,273,134
01-01-2024 23:00,38.745,55.38375,10.86166667,29.47,30.78916667,35.89875,1.385833333,37.75166667,2.836666667,1.23625,15.7225,1.05,0,241.9825,947.0675,20.3,59,0,952.2,6.2,16.1,260,280,109
02-01-2024 00:00,35.61416667,52.98694444,12.32333333,33.42666667,34.45166667,37.85125,1.513333333,28.93125,2.8,1.25875,18.155,1.05,0,148.9075,946.905,19,65,0,952.5,6,13.8,253,285,101
02-01-2024 01:00,32.91666667,49.24416667,11.28833333,32.34833333,31.01583333,40.04125,1.44,31.92,2.610833333,1.07125,22.89,1.05,0,46.07,947.1875,18.1,70,0,952.4,6,11.6,253,286,95
02-01-2024 02:00,34.78916667,52.24333333,14.145,44.94416667,40.15,46.19375,1.773333333,27.92,2.551666667,1.1275,31.7275,1.05,0,3.353333333,947.7525,17.4,75,0,952.2,6,9.2,253,291,99
02-01-2024 03:00,42.88666667,65.60916667,21.3875,54.8575,61.43333333,54.6525,1.93,44.86916667,4.486666667,2.02875,39.395,1.05,0,3.353333333,948.65,16.7,79,0,951.6,6.3,7.1,246,294,119
02-01-2024 04:00,48.96,75.14916667,17.39,60.31833333,49.47666667,61.99625,1.906666667,38.7175,10.2525,3.54625,47.3275,1.05,0,0.02,949.5775,17.1,78,0,951.3,5.1,5.4,266,318,134
02-01-2024 05:00,58.75166667,90.44083333,22.76833333,64.30583333,65.97916667,67.44125,1.8775,32.9775,10.58166667,3.315,55.575,1.05,0,0.02,950.02,17.5,76,0,950.9,3.5,5.1,336,8,153
02-01-2024 06:00,66.11416667,102.1266667,23.05166667,68.25,66.30333333,72.98,1.814166667,29.40083333,11.58916667,3.925,61.275,1.05,0,0.02,950.02,16.7,81,0,950.6,1.5,5.9,315,47,156
02-01-2024 07:00,71.415,110.4063889,22.59194444,70.26861111,64.33722222,77.56208333,1.734444444,29.40472222,11.91111111,4.288333333,64.8175,1.05,0,0.02,949.99,16.5,82,0,950.5,2.2,6.5,189,56,159
02-01-2024 08:00,71.62583333,111.2116667,17.9825,74.47916667,51.51416667,82.25625,1.796666667,14.08333333,12.755,4.885,66.7625,1.05,0,0.02,949.805,16.3,81,0,950.7,2.2,6.4,189,63,159
02-01-2024 09:00,71.0625,110.4941667,16.4025,78.70333333,45.02166667,87.85625,1.756666667,15.77666667,12.39166667,5.62375,68.7425,1.05,0,0.02,949.395,16.5,77,0,951.9,2.8,6.5,320,56,159
02-01-2024 10:00,68.12166667,105.635,16.16166667,78.79166667,45.46666667,89.99125,1.675833333,13.95583333,11.885,5.95125,70.2825,1.05,0,0.02,949.045,16.5,77,0,952.8,2.4,6,153,73,158
02-01-2024 11:00,67.23666667,104.2966667,13.0275,78.08083333,37.32833333,90.76125,1.618333333,9.980833333,11.3075,5.00125,71.9625,1.05,0,0.02,948.8125,17.6,73,0,953.8,2.6,7.1,56,66,157
02-01-2024 12:00,66.01083333,103.0575,12.33,79.9325,33.7425,91.57125,1.651666667,13.315,10.4475,3.655,72.7575,1.05,0,0.01,948.7,19.7,64,0,954.7,6.3,8.2,59,61,156
02-01-2024 13:00,67.0275,105.1033333,11.405,78.65916667,31.48083333,91.2075,1.595833333,14.37416667,10.02583333,3.1,73.665,1.05,0,0.01,949.065,22,56,0,954.9,8,10.4,72,76,157
02-01-2024 14:00,63.64083333,100.0325,12.185,79.30583333,33.64083333,91.365,1.619166667,16.8925,9.953333333,2.90875,74.5325,1.05,0,0.115,949.6725,24.3,49,0,954.5,10,12.8,77,80,155
02-01-2024 15:00,64.31083333,101.03,12.425,79.36,33.56916667,91.81375,1.588333333,14.81166667,12.7775,2.8925,74.99,1.05,0,11.8875,950.4625,26,44,0,953.5,10.6,13.1,80,82,156
02-01-2024 16:00,73.47166667,114.9883333,15.2125,80.2175,41.78833333,90.945,1.710833333,15.55333333,12.86666667,4.11875,72.2375,1.05,0,76.945,951.2475,27.1,41,0,952.2,8.8,10.5,81,86,160
02-01-2024 17:00,81.98916667,127.835,19.26166667,66.86083333,54.3425,77.6125,1.559166667,20.86083333,19.82,7.0825,59.2625,1.05,0,176.9,951.5775,28.1,39,0,951.2,6.2,7.3,69,81,165
02-01-2024 18:00,97.485,151.9725,21.7125,52.41083333,62.77333333,62.92375,1.408333333,36.94583333,19.14333333,12.8525,42.7975,1.05,0,254.77,951.5375,28.8,37,0,950.5,5.4,5.6,42,50,173
02-01-2024 19:00,93.65166667,146.19,17.0325,44.8325,47.10916667,54.3875,1.3575,48.3025,13.52,7.94125,30.9675,1.05,0,324.51,950.79,28.9,36,0,950.2,6,6,25,25,171
02-01-2024 20:00,76.87416667,119.6316667,12.69833333,39.83416667,35.2125,46.72375,1.449166667,52.6525,5.7925,2.7825,23.86,1.05,0,362.7075,949.5875,27.5,41,0,950.5,7.5,10.3,35,36,162
02-01-2024 21:00,57.40833333,88.405,10.90416667,32.43166667,29.83916667,44.7875,1.421666667,56.08416667,3.9825,1.52875,20.7025,1.05,0,347.7775,948.2225,23.1,59,0,950.8,8.4,12,50,46,152
02-01-2024 22:00,52.72,81.0375,14.38416667,39.74416667,40.2325,46.09875,1.438333333,54.45333333,3.706666667,1.45875,22.9175,1.05,0,228.895,947.3125,23.8,55,0,951.7,5,6.1,120,62,143
02-01-2024 23:00,51.1575,78.30583333,18.56916667,41.66083333,50.35583333,47.74,1.4475,45.5475,3.561666667,1.44625,25.2475,1.05,0,149.07,946.7325,21.4,62,0,951.7,4.5,5.4,209,228,140
03-01-2024 00:00,43.07833333,65.22916667,14.27666667,39.1275,39.5,44.43875,1.5075,28.76125,3.624166667,1.5475,24.2825,1.05,0,111.5125,946.4825,21,61,0,952.5,6.1,11.5,220,250,120
03-01-2024 01:00,37.92916667,57.46833333,12.19333333,42.99166667,34.36833333,47.5775,1.594166667,30.84375,2.604166667,0.98625,30.8625,1.05,0,42.4175,946.6725,19.8,66,0,952.4,6.6,12.4,229,262,107
03-01-2024 02:00,37.84638889,57.47166667,13.20833333,49.16388889,36.33416667,51.6625,1.743333333,33.9125,2.615,0.9675,36.9825,1.05,0,3.576666667,947.2075,18.6,73,0,952.3,5.4,9.5,222,261,107
03-01-2024 03:00,38.77333333,59.3925,19.78916667,53.1275,57.5975,54.415,1.8375,40.33,4.751666667,1.25,42.1825,1.05,0,0.03,948.0575,18,77,0,951.9,6.4,6.9,243,279,109
03-01-2024 04:00,48.57083333,74.93833333,17.17416667,61.14916667,49.30833333,64.27,1.855,42.2975,8.464166667,2.64625,51.1525,1.05,0,0.04,949.055,19,73,0,951.9,4.3,4.2,265,290,133
03-01-2024 05:00,53.37833333,82.27333333,15.38,66.39833333,43.30083333,70.7875,1.835833333,44.01833333,8.3,2.75625,56.4625,1.05,0,0.04,949.53,16.6,85,0,951.2,7,9.2,339,11,145
03-01-2024 06:00,56.07833333,86.31583333,16.50083333,68.68916667,46.12083333,74.465,1.8025,37.96333333,6.908333333,2.48125,60.0525,1.05,0,0.04,949.6,17.8,78,0,951.3,2.8,7.8,320,56,151
03-01-2024 07:00,60.72583333,92.97166667,21.46055556,70.27333333,61.69055556,76.92791667,1.602222222,23.93055556,7.421111111,2.996666667,63.3575,1.05,0,0.04,949.3225,17.6,77,0,951.1,3.6,8.8,90,71,154
03-01-2024 08:00,61.29416667,93.95083333,16.44416667,68.94333333,44.71,74.31875,1.764166667,34.78416667,7.389166667,3.1825,66.475,1.05,0,0.04,949.1225,15.8,84,0,950.9,7.2,12.3,96,85,154
03-01-2024 09:00,61.9675,95.35166667,14.27166667,70.65833333,37.50416667,80.6,1.578333333,29.82166667,5.761666667,2.3025,68.3375,1.05,0,0.04,948.8225,14.1,86,0,951.5,9.4,14.5,122,104,154
03-01-2024 10:00,56.61333333,87.2475,11.77125,104.07,30.1225,90.1225,1.6375,23.51916667,6.6875,2.5,69.405,1.05,0,0.04,948.305,15.8,76,0,952.6,6.4,10.9,117,98,152
03-01-2024 11:00,54.14416667,83.64083333,11.5875,106.1075,28.38625,91.87375,1.6225,24.3225,5.915833333,2.16875,71.0525,1.05,0,0.04,947.6625,17.7,69,0,953.9,3.3,8.7,49,85,147
03-01-2024 12:00,49.4575,76.32,10.93625,105.65,27.105,91.5975,1.61125,22.85916667,5.2975,2.08375,72.0325,1.05,0,0.04,947.4575,20.1,60,0,955,5.3,7.3,62,70,135
03-01-2024 13:00,50.65083333,78.21416667,11.36375,106.335,27.32,92.00875,1.6025,17.46916667,5.265,1.9225,72.5725,1.05,0,0.04,947.7425,22.7,53,0,955.1,7.5,9.5,73,79,138
03-01-2024 14:00,51.22416667,79.65916667,10.39875,105.01125,26.46625,91.22125,1.5975,14.46083333,5.675833333,2.06625,72.9675,1.05,0,0.18,948.365,25.3,47,0,954.4,7.7,9.7,79,86,140
03-01-2024 15:00,49.60833333,76.93833333,11.39125,105.3275,29.04625,91.435,1.59875,15.211875,9.683125,6.050833333,73.505,1.05,0,11.4875,949.1075,27.8,40,0,953.3,6,7.4,107,119,136
03-01-2024 16:00,49.64916667,76.36583333,11.46,76.26166667,32.96666667,87.34125,1.661666667,14.564375,8.185625,6.2775,70.8125,1.05,0,79.095,950.05,29.5,32,0,952.1,6,8,197,198,136
03-01-2024 17:00,67.79916667,105.24,19.95666667,62.64916667,49.61166667,72.915,1.4225,32.02333333,9.158333333,3.89125,58.15,1.05,0,182.455,950.6725,30.1,32,0,951.3,10.6,13.5,215,214,157
03-01-2024 18:00,364.9358333,132.45375,25.14375,207.2041667,76.135,109.9625,1.400833333,43.75,7.431666667,3.28125,39.3375,1.05,0,263.45,950.45,30.3,29,0,951,12.3,15.6,238,236,411
03-01-2024 19:00,68.58416667,105.5166667,18.39083333,42.83083333,52.755,51.54875,1.365833333,44.59166667,8.460833333,3.995,30.975,1.05,0,305.64,949.545,29.4,29,0,951.3,16.1,21.6,246,244,158
03-01-2024 20:00,68.98666667,106.5375,15.80833333,42.53833333,42.7875,50.205,1.413333333,53.4625,5.311666667,2.59875,26.4975,1.05,0,342.59,948.1775,27.9,37,0,951.6,13.7,22,265,265,158
03-01-2024 21:00,58.58416667,89.5475,13.35916667,36.94333333,37.255,43.9725,1.421666667,50.39916667,4.380833333,1.7375,21.16,1.05,0,354.3725,946.745,24.8,46,0,951.9,14.9,27.3,285,286,153
03-01-2024 22:00,49.9725,75.77833333,13.9575,36.28583333,39.535,42.95875,1.460833333,46.10583333,3.365,1.2,19.3825,1.05,0,305.7875,945.715,22.6,57,0,952.5,10.9,22.3,278,284,137
03-01-2024 23:00,70.1075,106.0816667,12.8025,36.1025,36.20833333,42.24625,1.483333333,44.27666667,3.0275,1.165,19.99666667,1.05,0,240.2,945.13,21.2,62,0,953.3,8.3,19,270,285,159
04-01-2024 00:00,94.37416667,141.9916667,9.853333333,39.7575,27.03333333,45.9325,1.4975,36.91,2.434166667,0.89875,24.855,1.05,0,140.9625,944.8825,19.9,69,0,953.6,6.9,16.8,261,279,171
04-01-2024 01:00,45.59027778,64.90583333,9.472777778,38.39666667,26.02194444,38.205,1.611666667,40.1325,2.222777778,0.69875,32.5225,1.05,0,43.9275,945.2475,18.7,78,0,953.5,6.2,14.5,249,276,126
04-01-2024 02:00,44.41166667,67.41666667,15.45333333,49.53416667,43.99,51.92125,1.751666667,39.8925,3.450833333,1.13125,37.665,1.05,0,3.51,946.0575,17.6,87,0,953.2,6,13,245,275,123
04-01-2024 03:00,56.74416667,87.14583333,19.19583333,54.30916667,55.08333333,54.73125,1.8775,42.83625,5.035833333,1.8775,42.68,1.05,0,3.51,946.97,16.8,91,0,952.5,5.8,13.6,248,282,152
04-01-2024 04:00,60.74,93.81083333,15.8325,58.07916667,44.0225,59.435,1.87,49.41583333,6.150833333,2.33,46.375,1.05,0,0.0375,947.9075,16,92,0,952.2,5,11.5,249,290,154
04-01-2024 05:00,57.02,88.23333333,16.965,61.56333333,46.4125,63.185,1.8575,52.49833333,6.266666667,2.49,49.71,1.05,0,0.0675,948.5825,16,89,0,951.9,5,6.7,249,306,152
04-01-2024 06:00,55.04666667,84.865,22.25,63.23083333,63.84,66.06375,1.844166667,32.0425,6.2975,2.61125,51.5475,1.05,0,0.055,948.76,16.6,86,0,951.6,2.7,4.7,293,4,149
04-01-2024 07:00,56.04722222,86.08277778,19.2825,53.11472222,54.93166667,47.3025,1.62,31.78777778,6.881111111,2.88,56.3025,1.05,0,0.055,948.6275,16.1,88,0,951.4,1.5,5.2,256,34,151
04-01-2024 08:00,59.61916667,91.79416667,14.9425,65.8925,41.2425,71.03125,1.753333333,39.30333333,6.901666667,2.7625,62.315,1.05,0,0.055,948.33,15.8,87,0,951.5,2.6,7,214,55,153
04-01-2024 09:00,61.75166667,95.34916667,14.28916667,69.765,39.0825,76.3375,1.73,34.075,6.325,2.46,63.98,1.05,0,0.055,948.0825,15.8,83,0,952.2,2.6,6.6,196,61,154
04-01-2024 10:00,54.07916667,83.34583333,12.43833333,69.82166667,33.96083333,77.90875,1.671666667,34.51833333,5.869166667,2.1775,65.5825,1.05,0,0.01,947.7625,15.9,79,0,952.9,3.4,6.6,162,61,147
04-01-2024 11:00,51.67833333,79.7725,11.29916667,71.6725,31.35333333,79.9475,1.69,28.8925,5.955833333,2.11625,67.72,1.05,0,0.06,947.4475,17.3,71,0,953.9,3.4,7,108,78,141
04-01-2024 12:00,55.56416667,86.07416667,11.45083333,76.3775,32.32333333,87.09125,1.6325,22.24416667,6.510833333,2.31125,69.785,1.05,0,0.09,947.28,19.5,59,0,954.8,5,6.5,69,71,151
04-01-2024 13:00,55.30583333,85.64666667,11.295,78.365,31.42583333,89.84625,1.638333333,25.54416667,6.0725,2.5675,70.73,1.05,0,0.09,947.355,21.9,50,0,954.9,6,7.9,65,66,150
04-01-2024 14:00,56.98916667,88.55166667,11.78083333,78.24833333,32.36166667,90.89625,1.566666667,19.72166667,6.519166667,3.43375,70.7325,1.05,0,0.1225,947.6975,24.3,40,0,954.6,7.8,9.9,68,71,152
04-01-2024 15:00,59.49666667,91.92833333,13.18083333,79.55416667,36.00833333,91.6475,1.453333333,15.41583333,7.42,2.7325,71.575,1.05,0,10.6775,948.3975,25.8,34,0,953.6,6.7,8.1,74,77,153
04-01-2024 16:00,75.82833333,117.335,17.46833333,74.06416667,46.54833333,83.24375,1.633333333,19.4025,9.105833333,3.145,67.445,1.05,0,80.6425,949.005,26.8,29,0,952.4,4.7,5.5,58,67,161
04-01-2024 17:00,79.11416667,123.55,21.30166667,58.42,60.40166667,67.55625,1.490833333,24.955,11.8225,4.3775,52.5025,1.05,0,184.18,949.28,27.5,27,0,951.5,3.5,3.7,24,29,163
04-01-2024 18:00,86.225,133.4508333,23.44,50.6125,67.59833333,60.25125,1.398333333,32.56416667,14.28333333,6.8225,38.8675,1.05,0,249.295,949.0825,27.8,26,0,950.9,3.3,4,347,333,167
04-01-2024 19:00,95.44,146.1358333,25.52166667,49.25833333,71.995,54.37375,1.408333333,44.84166667,9.835,5.0225,31.4125,1.05,0,326.44,948.1575,27.7,25,0,950.6,5.4,6.8,307,302,172
04-01-2024 20:00,117.3741667,178.1266667,16.25083333,41.65166667,44.0225,48.6325,1.401666667,51.6725,7.560833333,3.36625,24.96,1.05,0,369.5225,947.0025,26.5,31,0,950.6,4.6,9.1,309,304,183
04-01-2024 21:00,142.3866667,215.0258333,11.43,37.48,31.07416667,44.79375,1.4225,41.8775,3.409166667,1.36,21.3625,1.05,0,365.32,945.8425,24.3,34,0,950.2,5,6.2,60,21,196
04-01-2024 22:00,61.3375,93.26166667,12.44416667,36.60916667,34.04,42.9925,1.455833333,39.24333333,3.020833333,1.27625,19.71,1.05,0,318.1075,944.76,20.5,45,0,950.3,10.3,17,36,21,154
04-01-2024 23:00,61.89875,91.478125,10.345,31.361,29.5675,43.47,1.2925,44.097,3.486,2.79125,20.535,1.05,0,238.2325,944.23,19.4,48,0,951,11,17.4,11,22,154
05-01-2024 00:00,56.624375,83.5025,8.296875,34.685,22.881875,47.32875,1.393125,37.82333333,3.323125,2.596666667,26.86,1.05,0,139.3025,944.26,17.9,52,0,951.5,7.6,8.2,270,319,152
05-01-2024 01:00,55.620625,81.99625,10.419375,38.53125,28.273125,51.5725,1.445625,42.405,2.885625,2.319166667,33.475,1.05,0,47.12,944.795,16.9,56,0,951.6,6.9,8.9,242,291,151
05-01-2024 02:00,58.6675,86.98125,12.265,43.6325,34.656875,54.49125,1.6425,42.70666667,3.286875,2.550833333,39.525,1.05,0,3.933333333,945.5275,17.4,54,0,951.7,5,6.9,249,332,153
05-01-2024 03:00,69.645625,104.148125,19.67375,46.495,57.83625,57.275,1.726875,28.36583333,4.648125,4.341666667,42.615,1.05,0,0.01,946.3575,18.7,48,0,952.1,5.2,8.7,348,30,158
05-01-2024 04:00,82.635,124.425625,20.184375,48.815,59.64625,60.63,1.714375,43.9,6.20375,6.0675,48.31,1.05,0,0.045,947.455,18.3,49,0,951.8,7,10.5,21,52,165
05-01-2024 05:00,96.085,144.99625,22.453125,52.54375,66.8075,63.755,1.71125,36.266875,7.620625,7.281666667,52.5175,1.05,0,0.045,948.1525,17.6,51,0,951.6,7.3,12,57,51,172
05-01-2024 06:00,105.645,159.513125,21.07,53.245625,61.64625,69.6225,1.66375,32.14625,7.84,7.0675,56.125,1.05,0,0.045,948.2375,15.7,59,0,951.1,7.5,11.5,73,49,177
05-01-2024 07:00,108.4964583,163.529375,20.666875,54.135625,59.78083333,72.05916667,1.477083333,30.23166667,7.666666667,6.503888889,60.44,1.05,0,0.045,948.0375,15.4,60,0,951.2,6.2,9.7,97,59,178
05-01-2024 08:00,109.28375,164.76875,20.360625,56.893125,59.25125,75.28125,1.639375,25.080625,7.056875,5.7025,64.3025,1.05,0,0.045,947.9,15.1,60,0,951.2,6.2,9.3,100,62,179
05-01-2024 09:00,109.41375,165.14875,16.050625,59.605,45.385625,81.67875,1.565625,23.053125,7.5525,6.263333333,66.6775,1.05,0,0.045,947.535,14.6,66,0,952.1,6.4,9.7,106,75,179
05-01-2024 10:00,104.33625,157.600625,12.681875,61.843125,35.65,86.49625,1.5525,24.5,6.985625,6.394166667,68.2825,1.05,0,0.045,947.0575,14.9,65,0,953.2,5.9,9,101,67,176
05-01-2024 11:00,97.750625,148.019375,12.27125,64.17625,34.43625,91.38125,1.523125,24.92375,6.5725,7.04,69.925,1.05,0,0.045,946.7225,16.4,59,0,954.3,4.3,8.7,85,66,173
05-01-2024 12:00,91.928125,138.96125,12.72625,64.94625,35.301875,92.08375,1.540625,19.015625,6.566875,7.93,71.18,1.05,0,0.045,946.5025,18.6,47,0,955.5,5.8,7.4,60,61,170
05-01-2024 13:00,89.231875,135.193125,12.06625,64.789375,34.12875,91.44875,1.576875,18.01625,6.91125,8.206666667,71.2875,1.05,0,0.045,946.8525,20.9,40,0,955.7,6.4,8,63,63,168
05-01-2024 14:00,95.87875,145.573125,12.923125,65.31375,36.09125,91.9625,1.59625,18.05625,7.378125,8.145,72.0925,1.05,0,0.17,947.295,23.4,35,0,955.1,8.6,10.7,68,70,172
05-01-2024 15:00,98.72375,149.845,14.091875,66.8825,39.081875,92.4725,1.728125,15.958125,7.991875,9.364166667,72.48,1.05,0,12.4675,947.95,25.3,32,0,954.1,10.5,13,74,76,173
05-01-2024 16:00,115.476875,175.30625,16.50875,63.88125,46.426875,88.37,1.648125,15.180625,9.680625,10.17583333,70.2,1.05,0,72.685,948.7325,26.5,30,0,952.9,9.3,11.8,74,78,182
05-01-2024 17:00,123.90875,187.223125,21.1275,53.6675,61.588125,72.19125,1.539375,20.545,13.414375,12.31916667,57.21,1.05,0,159.655,949.23,27.2,29,0,951.8,7.8,9.8,68,73,186
05-01-2024 18:00,150.830625,227.9925,21.893125,43.928125,61.25625,62.85875,1.29,41.01,14.85625,16.3675,40.66,1.05,0,252.47,949.175,27.4,27,0,951.4,6.8,8.6,65,68,201
05-01-2024 19:00,148.323125,224.993125,20.551875,39.384375,56.9925,56.54875,1.253125,53.249375,10.545625,11.33166667,31.5375,1.05,0,312.31,948.4125,27.3,26,0,951.1,7.2,9,63,67,199
05-01-2024 20:00,120.8635,187.486,16.271,38.0615,44.338,53.8075,1.31,63.1745,8.3375,7.57375,28.925,1.05,0,340.3675,947.2,26.1,29,0,951.1,7.2,11.3,63,68,185
05-01-2024 21:00,99.820625,150.391875,11.484375,36.748125,31.015625,52.105,1.359375,49.58625,6.544375,6.496666667,27.8025,1.05,0,355.0675,945.88,22.1,32,0,950.5,8.4,15.5,83,68,174
05-01-2024 22:00,85.6525,128.1525,10.3975,35.82625,28.30875,51.36625,1.326875,44.94,4.82875,5.163333333,29.095,1.05,0,306.81,944.985,20.7,40,0,950.7,9.7,16,92,76,167
05-01-2024 23:00,86.90875,129.64125,9.395,37.666875,25.1975,52.95125,1.358125,53.73979167,4.585,4.309166667,31.425,1.05,0,223.545,944.6475,19.3,47,0,951.5,10.1,15.9,73,62,167
06-01-2024 00:00,80.476875,120.3575,9.8075,38.958125,26.21375,53.9675,1.40625,51.63333333,4.33125,3.39,33.725,1.05,0,135.69,944.7875,18,51,0,952.2,8.7,15.5,97,72,164
06-01-2024 01:00,80.81020833,120.8575,10.318125,38.854375,27.779375,54.33,1.349583333,55.65166667,4.756666667,3.280555556,37.135,1.05,0,44.5425,945.3925,18.3,48,0,952.8,7.2,16.9,127,91,164
06-01-2024 02:00,75.610625,113.120625,14.564375,41.9,40.60375,56.54875,1.42625,56.26666667,5.556875,3.655833333,41.4925,1.05,0,4.5,946.2625,17.4,49,0,952.7,6.4,15.9,117,84,161
06-01-2024 03:00,85.824375,128.825625,16.584375,49.685625,47.139375,59.645,1.796875,55.41166667,6.745625,4.254166667,46.3525,1.05,0,0.01,947.0625,16,53,0,952.5,7.6,15.4,93,69,167
06-01-2024 04:00,89.84125,135.29375,14.728125,52.920625,41.9275,64.8,1.788125,59.464375,6.94625,4.508333333,50.8575,1.05,0,0.043333333,947.5275,15,57,0,952.3,8,15.2,80,68,169
06-01-2024 05:00,99.968125,150.945,14.348125,54.920625,39.91875,70.445,1.705,52.12375,6.414375,4.255,55.525,1.05,0,0.043333333,947.9475,13.9,62,0,951.5,9,12.5,92,72,174
06-01-2024 06:00,151.22125,227.379375,14.86375,56.199375,42.13875,72.62125,1.691875,46.561875,6.155625,3.980833333,58.675,1.05,0,0.043333333,948.1825,15.1,57,0,951.7,6.8,10.5,90,68,202
06-01-2024 07:00,95.09479167,143.29,11.83,55.09833333,32.91916667,72.58791667,1.614166667,43.08416667,6.166666667,3.666666667,59.7525,1.05,0,0.043333333,947.82,15.4,55,0,952.1,4,7.1,80,60,171
06-01-2024 08:00,83.94625,126.53625,13.943125,55.039375,39.2175,73.51875,1.62125,43.61375,5.675625,3.198333333,63.2,1.05,0,0.043333333,947.4975,15,57,0,952.5,1.3,4.8,214,48,166
